original_amount,txn_date,plaid_category,plaid_dirty_name
83.78,2021-01-25,"['Shops', 'Clothing and Accessories']",ROSS STORES #1615 CHICAGO IL 01/25
10,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
8.8,2021-01-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
19.48,2020-04-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
608.95,2018-03-26,"['Transfer', 'Debit']",ALLY CASHBACK
15,2019-12-19,"['Shops', 'Discount Stores']",Dollar General
66.53,2019-08-26,"['Travel', 'Gas Stations']",QuikTrip
142.04,2019-02-05,"['Shops', 'Beauty Products']",Sephora
1.25,2020-01-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/06
10.27,2019-05-09,"['Travel', 'Gas Stations']",Sheetz
13.32,2020-08-24,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 08/23
7.21,2020-03-19,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
12.72,2018-12-29,"['Shops', 'Discount Stores']",Dollar Tree
7.79,2021-02-04,"['Shops', 'Pets']",DEBIT CARD AUTHORIZATION CHEWY.COM
5,2018-06-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43.93,2019-06-17,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
19.22,2020-02-03,"['Travel', 'Gas Stations']",MARATHON PETRO2197 01-31 MURRAY
125,2020-07-09,['Service'],WIX.COM*704656353
6.27,2019-10-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
31,2016-08-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
2.08,2019-01-25,"['Shops', 'Digital Purchase']",Audible
27.5,2020-01-02,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
10.8,2020-12-09,"['Shops', 'Discount Stores']",Dollar General
69.52,2020-11-23,"['Shops', 'Pets']",VISA DDA PUR 469216 CHEWY COM *
10.63,2019-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
12.95,2019-07-24,['Service'],"WIX*Wix.Com, Inc."
828.5,2019-05-14,"['Transfer', 'Debit']",ALLY CASHBACK
23.54,2020-03-09,"['Shops', 'Beauty Products']",ULTA #1294 LAFAYETTE IN 03/08
8,2020-07-09,"['Shops', 'Discount Stores']",Dollar General
5,2018-10-01,"['Travel', 'Public Transportation Services']",VENTRA VENDING 10702
22.94,2020-06-26,"['Shops', 'Pharmacies']",Duane Reade
16.54,2019-09-08,"['Shops', 'Beauty Products']",ULTA
12.51,2020-03-16,"['Shops', 'Pharmacies']",Duane Reade
18.71,2019-12-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
11.34,2020-12-28,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/27
22.22,2019-07-15,"['Travel', 'Gas Stations']",Debit Purchase -visa 07/14 card 6332 Marathon Petro12versailles
14.08,2020-10-08,"['Service', 'Insurance']",State Farm
28.56,2021-01-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
22.57,2020-08-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
9.5,2020-07-15,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/15
17.89,2019-09-13,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
22,2019-09-30,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
47.55,2018-10-26,"['Travel', 'Gas Stations']",MARATHON PETRO171066
9.99,2019-11-29,['Service'],WIX.COM*5566583
37.77,2019-06-17,"['Travel', 'Gas Stations']",Sheetz
13,2020-12-18,['Service'],"WIX.COM*829463013, 800-6000949, NY, US"
3.82,2021-01-08,"['Travel', 'Gas Stations']",MARATHON PETRO162255 CARRABE
5,2020-01-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 01/28
54.97,2019-12-04,"['Shops', 'Beauty Products']",ULTA.COM IL 12/04
75.56,2019-07-15,"['Shops', 'Clothing and Accessories']",POINT OF SALE DEBIT ROSS STORE #57
6.35,2020-07-06,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
7.36,2020-10-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/26
5,2018-01-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2019-09-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-06-08,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
3.74,2020-05-14,"['Shops', 'Discount Stores']",Dollar General
18.5,2019-08-23,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
21.65,2020-05-17,"['Shops', 'Pets']",CHEWY.COM
4,2020-09-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/08
5,2019-07-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
884.88,2017-08-24,"['Transfer', 'Debit']",ALLY CASHBACK
29.9,2020-04-13,['Service'],WIX.COM*644261561 NY 04/11
3,2019-07-12,"['Travel', 'Public Transportation Services']",VENTRA VENDING 12001 CHICAGO IL 07/11
5,2018-10-18,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14.71,2020-10-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19.79,2020-08-28,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
88.56,2019-02-19,"['Service', 'Insurance']",State Farm
48.99,2018-12-17,"['Food and Drink', 'Restaurants']",Hover.Com
3.08,2019-12-26,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
17.67,2020-10-25,"['Shops', 'Clothing and Accessories']",T.J.Maxx
8.37,2020-11-29,"['Shops', 'Clothing and Accessories']",T.J.Maxx
9.57,2020-02-18,"['Shops', 'Clothing and Accessories']",Withdrawal Debit T J MAXX # / 1123
1.06,2019-09-27,"['Shops', 'Convenience Stores']",Cumberland Farms
29.9,2019-12-16,['Service'],"WIX*Wix.Com, Inc. CA 12/11"
15.57,2020-09-22,"['Food and Drink', 'Restaurants']",CHICK-FIL-
6.99,2019-01-28,"['Shops', 'Pharmacies']",Duane Reade
5,2018-11-30,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
124.79,2020-05-18,"['Service', 'Insurance']",State Farm
4,2020-06-29,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/26
27.14,2020-11-16,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
19.79,2020-09-08,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
19.67,2019-12-11,"['Food and Drink', 'Restaurants']",Hover.Com
135.36,2019-12-26,"['Service', 'Insurance']",State Farm
32.93,2019-11-12,"['Travel', 'Gas Stations']",QuikTrip
10.05,2019-10-18,"['Shops', 'Pharmacies']",Duane Reade
5,2017-04-25,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
5,2018-12-05,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
13.97,2019-01-16,"['Shops', 'Pharmacies']",Duane Reade
5,2018-08-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-10-02,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
12.69,2021-02-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
20,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
4.28,2020-05-11,"['Travel', 'Gas Stations']",MARATHON PETRO143768
5,2019-10-09,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
55.38,2020-10-23,"['Shops', 'Convenience Stores']",Cumberland Farms
36.37,2019-06-26,"['Travel', 'Gas Stations']",Sheetz
5.15,2020-03-23,"['Travel', 'Gas Stations']",MARATHON PETRO1207 03-21 FORT
38.61,2020-12-11,"['Shops', 'Beauty Products']",Sephora
56.17,2019-11-12,"['Travel', 'Gas Stations']",Cumberland Farms
10.7,2019-11-02,"['Shops', 'Discount Stores']",Dollar Tree
5,2019-06-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/14
6.46,2019-10-05,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
32,2017-10-10,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
9.2,2018-12-02,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
32.49,2019-10-15,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/12
53.99,2018-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
28.84,2019-06-06,"['Shops', 'Clothing and Accessories']",T.J.Maxx
63.1,2019-10-21,"['Shops', 'Convenience Stores']",Cumberland Farms
2.5,2020-06-04,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/03
4,2019-07-19,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
5,2018-03-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
2,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
30.49,2018-12-21,"['Shops', 'Beauty Products']",Sephora
2.68,2020-05-18,"['Shops', 'Supermarkets and Groceries']",PETE'S GENERAL
1,2020-01-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 01/06
11.45,2020-10-07,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
7.4,2020-06-06,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
25,2021-01-25,"['Food and Drink', 'Restaurants']",Chick-Fil-A
6,2019-06-10,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
8.66,2019-03-27,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
16,2019-10-21,"['Shops', 'Digital Purchase']",Audible
31.67,2020-09-24,"['Shops', 'Pharmacies']",Duane Reade
9.86,2020-05-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2017-10-06,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
3.5,2019-10-17,['Food and Drink'],PepsiCo
52,2020-08-14,"['Service', 'Insurance']",State Farm
8.47,2020-05-04,"['Travel', 'Gas Stations']",MARATHON PETRO1207 05-02 FORT
59.51,2021-01-24,"['Shops', 'Discount Stores']",Dollar General
23.81,2020-07-15,['Service'],Recurring Payment - WIX.COM*701171231
6.42,2020-11-17,"['Shops', 'Discount Stores']",Dollar General
5,2018-04-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2019-09-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
57.53,2020-10-26,"['Travel', 'Gas Stations']",MARATHON PETRO149120
3.36,2017-02-06,"['Food and Drink', 'Restaurants']",DUNKIN #340423 Q35 NEW YORK NY 02/05
16.65,2020-12-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
16.32,2020-05-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10,2020-05-26,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/25
25,2020-11-19,"['Shops', 'Beauty Products']",POS DEBIT ULTA #199
28.78,2019-12-11,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
28.55,2020-06-24,"['Shops', 'Convenience Stores']",Cumberland Farms
212.6,2019-07-17,"['Transfer', 'Debit']",ALLY CASHBACK
5,2018-10-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
31.78,2020-07-13,['Service'],WIX.COM*711379011 NY 07/11
16,2019-07-19,"['Shops', 'Digital Purchase']",Audible
16.71,2020-12-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.08,2020-11-10,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/10
21.38,2020-01-30,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 01/30
24.5,2019-11-12,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
5,2018-10-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
6.98,2020-10-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
52,2020-07-15,"['Shops', 'Pets']",CHEWY.COM
3,2020-10-27,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
113.67,2019-05-25,"['Shops', 'Beauty Products']",ULTA
10,2021-01-07,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
43.66,2019-11-08,"['Shops', 'Beauty Products']",Sephora
21.84,2021-02-01,"['Shops', 'Beauty Products']",Sephora
10.78,2020-05-28,['Service'],WIX.COM*6782139
12.5,2020-07-06,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 07/03
5,2018-09-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
113.58,2021-01-25,"['Service', 'Insurance']",State Farm
77.07,2020-11-18,"['Shops', 'Discount Stores']",Dollar Tree
8,2020-11-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
5,2018-03-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
150,2020-01-05,"['Service', 'Shipping and Freight']",UPS
2.5,2018-10-23,['Food and Drink'],PepsiCo
3,2019-09-20,"['Travel', 'Public Transportation Services']",Ventra 5106 S. Pula CHICAGO IL 09/20
4,2020-09-01,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/31
31.78,2020-06-15,['Service'],WIX.COM*689425981 NY 06/11
1.69,2020-02-20,"['Travel', 'Gas Stations']",Sheetz
5,2018-02-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
8,2021-01-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
3.11,2020-10-18,"['Travel', 'Gas Stations']",QuikTrip
16.22,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
2.25,2018-10-16,['Food and Drink'],PepsiCo
21.14,2019-05-12,"['Shops', 'Discount Stores']",Dollar Tree
5,2019-05-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-04-03,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
11.45,2020-08-11,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
132.17,2020-06-01,"['Shops', 'Pets']",Withdrawal Debit Consumer / CHEWY.COM FL Date 06/01/20 0 0153020787 0 5995 %% Card 20 #6543
32,2017-06-12,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
26.61,2019-05-20,"['Shops', 'Digital Purchase']",Audible
18.4,2019-08-16,"['Travel', 'Gas Stations']",Sheetz
22.58,2019-12-23,"['Shops', 'Clothing and Accessories']",T J MAXX 1419 3RD AVE
6.72,2020-11-09,"['Shops', 'Food and Beverage Store']",PANDA BUBBLE TEA
5,2018-05-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
16.97,2019-11-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34.32,2018-12-14,"['Shops', 'Beauty Products']",Sephora
5,2019-09-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
33.75,2019-03-27,"['Travel', 'Gas Stations']",QuikTrip
5.83,2020-05-19,"['Service', 'Shipping and Freight']",UPS
10,2020-07-09,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 07/08
28.26,2019-09-30,"['Shops', 'Pharmacies']",Duane Reade
10,2018-11-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2020-05-27,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/26
49.49,2019-01-26,"['Food and Drink', 'Restaurants']",Hover.Com
46.6,2019-05-27,"['Shops', 'Clothing and Accessories']",T.J.Maxx
4.61,2021-01-11,"['Shops', 'Discount Stores']",Dollar General
5,2018-06-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
14.95,2020-09-08,"['Shops', 'Digital Purchase']",Audible
21.77,2018-01-16,"['Shops', 'Beauty Products']",Sephora
2.76,2017-08-28,"['Shops', 'Pharmacies']",Duane Reade
10.18,2020-08-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda 1 Express
20.12,2020-08-12,"['Travel', 'Gas Stations']",QuikTrip
5,2018-10-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
1.75,2018-11-15,['Food and Drink'],PepsiCo
14.72,2020-10-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
52.33,2020-01-09,"['Shops', 'Beauty Products']",ULTA
18.22,2019-08-23,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2018-08-15,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5,2018-01-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2018-04-04,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
10,2019-10-17,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
1,2019-02-09,"['Shops', 'Discount Stores']",Dollar General
5.17,2016-08-11,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 08/10
18.5,2021-02-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10.16,2019-05-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
5,2018-08-21,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
7.22,2016-11-07,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 11/05
6.49,2019-05-17,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
1.75,2020-03-04,['Food and Drink'],PepsiCo
10.18,2020-04-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
7.67,2020-02-28,"['Food and Drink', 'Restaurants']",Chick-fil-A
16.85,2020-09-16,"['Travel', 'Gas Stations']",QuikTrip
10,2021-01-04,"['Travel', 'Gas Stations']",Sheetz
8.8,2020-10-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
5.17,2016-11-14,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 11/10
20,2020-10-19,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/16
5.11,2017-09-18,"['Food and Drink', 'Restaurants']","DUNKIN #350179 Q35 WAYCROSS, GA, US"
5,2017-01-20,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
19.38,2019-07-30,"['Travel', 'Gas Stations']",Sheetz
7.59,2018-12-22,"['Shops', 'Beauty Products']",ULTA
27.26,2019-10-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
8.8,2020-10-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
77.07,2020-11-18,"['Shops', 'Discount Stores']",Dollar Tree
2,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
115.82,2021-01-04,"['Shops', 'Beauty Products']",POS DEBIT ULTA # 476
48.6,2020-06-15,['Service'],WIX.COM*6916274
25.06,2019-09-29,"['Shops', 'Convenience Stores']",Cumberland Farms
3.78,2020-06-16,"['Travel', 'Gas Stations']",MARATHON PETRO1207 06-14 FORT
25,2019-12-24,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 12/23
5.68,2020-08-24,"['Shops', 'Pharmacies']",Duane Reade
56.18,2019-10-16,"['Shops', 'Beauty Products']",Sephora
6.96,2019-08-03,"['Shops', 'Beauty Products']",ULTA
20.99,2020-09-10,"['Travel', 'Parking']",SPOTHERO HTTPSSPOTHERO
11.97,2019-06-17,"['Shops', 'Pharmacies']",Duane Reade
10,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/20
17,2019-10-22,['Service'],Recurring Payment - WIX.COM*534488901
270.77,2020-11-27,"['Shops', 'Clothing and Accessories']",T.J.Maxx
28.2,2020-02-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
20.38,2019-12-31,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.59,2020-11-18,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/18
2.72,2020-06-11,"['Shops', 'Discount Stores']",Dollar General
48.99,2020-09-02,"['Shops', 'Beauty Products']",Sephora
50,2020-10-23,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 10/22
16.71,2018-10-31,"['Shops', 'Pharmacies']",Duane Reade
7.5,2020-01-21,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/20
47.17,2020-04-27,"['Shops', 'Convenience Stores']",Cumberland Farms
17.51,2019-12-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
2,2020-12-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
17.85,2020-06-15,"['Shops', 'Pharmacies']",JEWEL OSCO 3474 PALATINE IL 06/15
5,2019-08-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
10,2019-08-07,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/06
10,2019-06-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
5.41,2020-06-19,"['Travel', 'Gas Stations']",Sheetz
3,2019-11-07,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/06
10,2019-08-26,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/23
1.97,2020-02-18,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 02/16
25.68,2019-06-04,"['Shops', 'Clothing and Accessories']",T J MAXX 18059 TAMIAM
4.13,2016-08-25,"['Food and Drink', 'Restaurants']",DUNKIN #340441 Q35 BROOKLYN NY 08/24
14.4,2019-07-23,"['Travel', 'Gas Stations']",Sheetz
15.03,2020-05-04,"['Food and Drink', 'Restaurants']",Chick-Fil-A
29.9,2019-03-13,['Service'],WIX.COM*405676901 NY 03/11
15,2020-04-11,"['Travel', 'Gas Stations']",QuikTrip
5.29,2020-06-19,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
34.47,2020-08-05,"['Shops', 'Pets']",CHEWY INC
19.95,2020-07-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
10.9,2019-01-20,"['Shops', 'Beauty Products']",ULTA
5.82,2020-07-06,"['Travel', 'Gas Stations']",MARATHON PETRO1207 07-02 FORT
5,2019-04-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
20,2020-01-10,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
7.17,2019-09-05,"['Food and Drink', 'Restaurants']",Hover.Com
13.93,2018-11-29,"['Shops', 'Pharmacies']",Duane Reade
52.89,2019-04-29,"['Shops', 'Beauty Products']",ULTA.COM
8.47,2019-12-19,"['Shops', 'Food and Beverage Store']",POS Withdraw TROPICAL SMOOTHIE IANKENY
14,2019-11-04,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
7.4,2020-04-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
98.68,2019-05-17,"['Service', 'Insurance']",State Farm
17.45,2020-10-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
5,2017-11-06,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/03
30.8,2020-09-02,"['Shops', 'Convenience Stores']",Cumberland Farms
13,2019-05-22,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
12.83,2020-10-30,"['Service', 'Insurance']",State Farm
34.84,2020-02-03,"['Shops', 'Beauty Products']",Sephora
7,2019-02-20,"['Travel', 'Parking']",SPOTHERO 8443568054 IL 02/19
5,2018-12-14,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
22.5,2019-09-16,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
7,2019-02-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
22.75,2020-10-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3.75,2019-07-31,"['Travel', 'Gas Stations']",Walton Marathon
20,2020-12-11,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 12/10
10,2019-08-19,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/16
20,2020-10-23,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/22
8.72,2020-09-11,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
4.59,2020-11-19,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 11/19
